title,company_name,location,start_date,duration,stipend,ppo,workmode,region,domain,skills,deadline,degree
Shopify Development,Digitally Fast,Work From Home,Immediately,3,3000,Yes,Hybrid,Rural,Marketing,"E-commerce Management, Product Listing, SEO, Digital Marketing",14-11-25,MTech
Law/Legal,Truth And Youth (TAY),Work From Home,Immediately,3,Unpaid,No,Remote,Rural,Legal & Compliance,"Legal Research, Compliance, Drafting, Documentation",18-09-25,PhD
Content Writing (Food),Cook With Parul,Work From Home,Immediately,3,3000,No,Onsite,Urban,Content & Communication,"Content Writing, Editing, Research, Content Strategy",26-09-25,MSc
Social Media Marketing,Creative Banyan,Work From Home,Immediately,3,5000,No,Onsite,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Social Media Strategy, Content Creation",21-10-25,MBA
Digital Marketing,Gamahouse Publishing,Work From Home,Immediately,3,5000,No,Remote,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",23-10-25,BBA
Human Resources (HR),Aalam Info Solutions,Chennai,Immediately,3,5000,Yes,Remote,Urban,Human Resources,"Recruitment, Talent Acquisition, Communication, Interviewing",04-10-25,BCom
Social Media Marketing,Zevo.ai,Work From Home,Immediately,3,8000,No,Remote,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Social Media Strategy, Content Creation",04-12-25,MA
Mass Communication And Journalism,Datanstats,Work From Home,Immediately,3,1500,Yes,Hybrid,Urban,Research,"Communication, MS Excel, Research",13-10-25,MCom
3D Animation,X1 Race LLP,Work From Home,Immediately,3,20000,No,Hybrid,Rural,Research,"Communication, MS Excel, Research",11-09-25,MCom
Human Resources (HR),Twenty7 Incorporation,Noida,Immediately,6,5000,Yes,Hybrid,Rural,Human Resources,"Recruitment, Talent Acquisition, Communication, Interviewing",15-09-25,BBA
Executive Assistant (Founder's Office),Hudi Enterprise,Work From Home,Immediately,6,4000,No,Hybrid,Rural,Research,"Communication, MS Excel, Research",08-11-25,MCom
Digital Marketing,Statcon Electronics India Limited,Noida,Immediately,6,12000,No,Onsite,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",02-10-25,BA
Content & E-Commerce Management,Porpoise,Vasai,Immediately,6,6000,No,Hybrid,Rural,Marketing,"E-commerce Management, Product Listing, SEO, Digital Marketing, Content Writing, Editing",29-10-25,MA
Front End Development (React JS),Fusion Data Solutions,Noida,Immediately,6,10000,No,Remote,Urban,Web Development,"HTML, CSS, JavaScript, React",30-09-25,MTech
Social Media Marketing,ADmyBRAND India,Work From Home,Immediately,6,1500,Yes,Onsite,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Social Media Strategy, Content Creation",13-09-25,BBA
Social Media Marketing,Wintage Garments Private Limited,Work From Home,Immediately,6,9000,No,Hybrid,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Social Media Strategy, Content Creation",06-11-25,BBA
Artificial Neural Networks,ARKHAM ARCHIVES PRIVATE LIMITED,Work From Home,Immediately,6,Unpaid,Yes,Onsite,Urban,Research,"Communication, MS Excel, Research",25-10-25,BCom
Chartered Accountancy (CA),KESHRI & ASSOCIATES,Mumbai,Immediately,6,5000,Yes,Onsite,Rural,Research,"Communication, MS Excel, Research",18-11-25,MCom
Game Development,Duke And Clyde Innovation Center Private Limited,Work From Home,Immediately,6,3000,No,Remote,Rural,Marketing,"Sales, Communication, Negotiation, Lead Generation",03-11-25,BSc
Event Concept,Ã‰clat India,Mumbai,Immediately,6,10000,Yes,Onsite,Urban,Research,"Event Planning, Coordination, Communication, PR",10-11-25,MBA
Digital Marketing,Global Regulatory Insights,Work From Home,Immediately,6,2500,Yes,Remote,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",20-09-25,BBA
Social Media Marketing,Rannka Digital,Mumbai,Immediately,6,8000,Yes,Onsite,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Social Media Strategy, Content Creation",08-10-25,BA
Social Media Marketing,Digestprompt.io,Work From Home,Immediately,6,4000,Yes,Remote,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Social Media Strategy, Content Creation",16-09-25,MA
Stock Market Trading,Magic Of Charts,Agra,Immediately,6,2000,Yes,Remote,Rural,Research,"Communication, MS Excel, Research",28-10-25,MBA
YouTube Video Editing,Deevankshu Garg,Work From Home,Immediately,6,10000,No,Onsite,Urban,Media & Production,"Video Editing, Videography, Premiere Pro, After Effects",16-11-25,MBA
E-Commerce Sales,Leatherofy Private Limited,Delhi,Immediately,6,5000,No,Onsite,Urban,Marketing,"Sales, Lead Generation, Negotiation, Communication, E-commerce Management, Product Listing",07-10-25,MCom
Graphic Design,Shadovein,Work From Home,Immediately,6,6000,No,Hybrid,Rural,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",26-09-25,MCom
Video Editing and Graphic Designing,ContextQA,Work From Home,Immediately,6,8000,Yes,Remote,Rural,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva, Video Editing, Videography",29-10-25,MBA
Recruitment,Unison International Consulting Private Limited,Gurgaon,Immediately,6,10000,No,Remote,Urban,Human Resources,"UI Design, UX Research, Figma, Prototyping, Recruitment, Talent Acquisition",23-09-25,BA
Video Editing/Content Editing,Coffee To Business,Jabalpur,Immediately,6,5000,No,Onsite,Rural,Content & Communication,"Content Writing, Editing, Research, Content Strategy, Video Editing, Videography",16-10-25,MTech
Search Engine Optimization (SEO),Search Digitally,Mumbai,Immediately,6,4000,Yes,Onsite,Urban,Search & Performance Marketing,"SEO, Keyword Research, Google Analytics, Content Optimization",09-10-25,BBA
WordPress Development,Simmi Foundation Organization,Work From Home,Immediately,6,Unpaid,No,Remote,Urban,Web Development,"PR Strategy, Media Relations, Communication, Writing",08-10-25,MCA
Social Media Marketing,Googli Study,Work From Home,Immediately,6, 400 /week,No,Hybrid,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Social Media Strategy, Content Creation",10-10-25,BA
Anchor/Multimedia Production (Video Content Creation),Confluence India,Work From Home,Immediately,6,1200,No,Onsite,Rural,Social Media & Community Management,"Content Writing, Editing, Research, Content Strategy, Video Editing, Videography",06-10-25,BA
Social Media Marketing,Vatsala Designs,Work From Home,Immediately,6,2000,Yes,Onsite,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Social Media Strategy, Content Creation",25-11-25,BBA
Digital Marketing,Flutch Technology Private Limited,Bangalore,Immediately,6,7000,No,Onsite,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",30-09-25,BA
Corporate Sales,Cowerkz,Pune,Immediately,6,10000,No,Remote,Rural,Marketing,"Sales, Lead Generation, Negotiation, Communication",20-11-25,BBA
Design,Anantam Designs By Tanya,Work From Home,Immediately,6,5000,No,Onsite,Rural,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",24-09-25,MCom
Video Editing,Marktecons,Work From Home,Immediately,6,5000,Yes,Hybrid,Urban,Media & Production,"Video Editing, Videography, Premiere Pro, After Effects",03-10-25,BBA
Digital Marketing,SVT & Associates,Work From Home,Immediately,6,5000,No,Hybrid,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",03-12-25,BA
Fashion Design,Chilsag Entertainment Network,Work From Home,Immediately,6,2000,No,Remote,Urban,Architecture & Design,"Design, Creativity, Sketching, CAD (basic)",27-10-25,BBA
International Business Development,Moxman Private Limited,Chennai,Immediately,6,10000,No,Onsite,Rural,Marketing,"Sales, Lead Generation, Negotiation, Communication, MS Excel, Research",02-10-25,MCA
Vietnamese Translation,Aarambh Life Science,Work From Home,Immediately,6,10000,No,Hybrid,Urban,Research,"Communication, MS Excel, Research",21-11-25,BCom
Customer Service,Satawat Inovators,Mumbai,Immediately,6,5000,No,Remote,Rural,Operations & Support,"BPO, Customer Support, Communication, Call Handling",24-09-25,MCom
Convolution Neural Network,School Of Core AI,Work From Home,Immediately,6,Unpaid,No,Hybrid,Rural,Research,"Communication, MS Excel, Research",17-11-25,MBA
Business Development (Sales),XRM Labs,Work From Home,Immediately,6,8000,No,Hybrid,Rural,Sales & Business Development,"Sales, Lead Generation, Negotiation, Communication",16-10-25,BTech
Lead Generation,ShapWave,Work From Home,Immediately,6,10000,No,Hybrid,Rural,Marketing,"Sales, Lead Generation, Negotiation, Communication",26-10-25,MCom
Human Resources (HR),SeedWill Consulting,Gurgaon,Immediately,6,10000,Yes,Onsite,Urban,Human Resources,"Recruitment, Talent Acquisition, Communication, Interviewing",23-09-25,BCom
Business Development (Social Media),The Sirius Academy,Work From Home,Immediately,6,1000,No,Onsite,Rural,Marketing,"Social Media Strategy, Content Creation, Analytics, Community Management, Sales, Lead Generation",27-09-25,BSc
Video Making/Editing,Poppins Technologies Private Limited,Work From Home,Immediately,6,8000,No,Hybrid,Rural,Media & Production,"Video Editing, Videography, Premiere Pro, After Effects",30-09-25,BBA
Finance,FinCrest,Bhavnagar,Immediately,6,2000,Yes,Hybrid,Urban,Finance,"Accounting/Finance, Excel, Financial Analysis, Tally/Valuation",22-11-25,MBA
Social Media Marketing,Dimple Rakhiani,Work From Home,Immediately,6,10000,No,Remote,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Social Media Strategy, Content Creation",12-11-25,BBA
Shopify Store Design & Management,Ady Trix,Work From Home,Immediately,6,2000,No,Remote,Rural,Marketing,"E-commerce Management, Product Listing, SEO, Digital Marketing",14-10-25,MBA
Office Executive,VAS Tribology Solutions Private Limited,Adityapur(Gamharia) Sub-District,Immediately,6,7000,Yes,Onsite,Urban,Research,"Communication, MS Excel, Research",05-11-25,BCom
Social Media Marketing,Rowthiram,Work From Home,Immediately,6,2000,No,Hybrid,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Social Media Strategy, Content Creation",22-09-25,BA
Cloud Computing,Elysium Academy,Coimbatore,Immediately,6,10000,Yes,Remote,Rural,Marketing,"Cloud Computing, AWS/Azure/GCP, DevOps, Docker",03-10-25,MSc
Corporate Sales,Yelefo,Work From Home,Immediately,6,5000,Yes,Remote,Urban,Marketing,"Sales, Lead Generation, Negotiation, Communication",10-09-25,MCom
Law/Legal,Arin Consultancy Private Limited,Mumbai,Immediately,6,5000,Yes,Hybrid,Rural,Legal & Compliance,"Legal Research, Compliance, Drafting, Documentation",20-10-25,PhD
HR Corporate Relations,GetReady4Job,Work From Home,Immediately,6,5000,Yes,Remote,Urban,Human Resources,"Recruitment, Talent Acquisition, Communication, Interviewing",22-09-25,MBA
Human Resources (HR),360 Digital Idea,Delhi,Immediately,6,3000,Yes,Hybrid,Urban,Human Resources,"Recruitment, Talent Acquisition, Communication, Interviewing",03-10-25,MCom
Human Resources (HR),Design Talk,Work From Home,Immediately,6,2500,No,Hybrid,Urban,Human Resources,"Recruitment, Talent Acquisition, Communication, Interviewing",12-09-25,MCom
Content Moderation,Elements HR Services,Delhi,Immediately,6,6000,Yes,Hybrid,Urban,Content & Communication,"Content Writing, Editing, Research, Content Strategy",29-11-25,MSc
WordPress Development,Hazyaz Technologies,Work From Home,Immediately,6,3000,Yes,Remote,Rural,Web Development,"PR Strategy, Media Relations, Communication, Writing",15-10-25,MSc
Copywriting,Gigde Global Solutions Private Limited,Work From Home,Immediately,6,10000,No,Hybrid,Rural,Content & Communication,"Content Writing, Editing, Research, Content Strategy",18-11-25,PhD
Content Writing,Gigde Global Solutions Private Limited,Work From Home,Immediately,6,10000,Yes,Hybrid,Rural,Content & Communication,"Content Writing, Editing, Research, Content Strategy",17-09-25,MSc
B2B Sales,AdaptNXT Technology Solutions,Bangalore,Immediately,6,5000,No,Hybrid,Urban,Marketing,"Sales, Lead Generation, Negotiation, Communication",20-11-25,MBA
Customer Service,Decor By The Way,Work From Home,Immediately,6,10000,No,Hybrid,Rural,Operations & Support,"BPO, Customer Support, Communication, Call Handling",16-10-25,MCom
FacÐµbook AdvÐµrtising,MeetUniversity,Work From Home,Immediately,6,5000,Yes,Onsite,Rural,Research,"Communication, MS Excel, Research",16-10-25,BCom
Research (Education And AI),Namaskar with Love Foundation,Work From Home,Immediately,6,Unpaid,Yes,Remote,Urban,Research & Strategy,"Python, Machine Learning, TensorFlow/PyTorch, Data Analysis, Research, Report Writing",01-10-25,BTech
Business Development (Sales),Matree Jewels,Work From Home,Immediately,6,5000,No,Remote,Urban,Sales & Business Development,"Sales, Lead Generation, Negotiation, Communication",26-10-25,MTech
Advertising Sales,Cressanda Solutions Limited,Delhi,Immediately,6,10000,No,Remote,Rural,Marketing,"Sales, Lead Generation, Negotiation, Communication",13-09-25,MCom
Graphic Design/UI Design,Design Limelight,Work From Home,Immediately,6,3000,No,Hybrid,Urban,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva, UI Design, UX Research",27-10-25,BBA
Graphic Design And Content Writing,My Safe Circle,Work From Home,Immediately,6,Unpaid,Yes,Remote,Urban,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva, Content Writing, Editing",31-10-25,BCom
Mechanical Engineering,Electromotion E-vidyut Vehicles Private Limited,Pune,Immediately,6,8000,No,Onsite,Urban,Research,"Communication, MS Excel, Research",21-11-25,BBA
Campus Ambassador,Vavo Digital,Work From Home,Immediately,6,Performance Based,Yes,Hybrid,Urban,Marketing,"Marketing, Communication, Networking, Leadership",19-09-25,BCom
Digital Marketing,J S Solutions,Work From Home,Immediately,6,10000,Yes,Remote,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",22-10-25,MBA
Architecture,Kikali Designs,Udaipur,Immediately,6,8000,No,Remote,Urban,Architecture & Design,"Communication, MS Excel, Research",02-11-25,BCom
Business Development,HappiMynd,Work From Home,Immediately,6,15000,No,Remote,Urban,Marketing,"Sales, Lead Generation, Negotiation, Communication",07-12-25,BCA
Graphic Design,Pueritia Foods Private Limited,Work From Home,Immediately,6,3000,Yes,Onsite,Urban,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",31-10-25,BCom
Graphic Design,SeaportAI,Work From Home,Immediately,6,5000,Yes,Onsite,Urban,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",04-12-25,BBA
Digital Marketing,Corporate Inf,Navi Mumbai,Immediately,6,5000,Yes,Onsite,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",08-11-25,MA
Graphic Design,The Bot Agency,Kalyan,Immediately,6,8000,No,Hybrid,Rural,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",28-10-25,BCom
Teaching- Physical Education,Clavictor Academy Private Limited,Work From Home,Immediately,6,1500,Yes,Onsite,Urban,Marketing,"Teaching, Lesson Planning, Communication, Mentoring",11-10-25,BBA
Video Making/Editing (Reels & Shorts),Razwardhan Retails,Delhi,Immediately,6,3000,Yes,Onsite,Urban,Media & Production,"Video Editing, Videography, Premiere Pro, After Effects",25-09-25,BBA
Talent Acquisition,Touchwood Automations,Pune,Immediately,6,13000,Yes,Hybrid,Rural,Human Resources,"UI Design, UX Research, Figma, Prototyping, Recruitment, Talent Acquisition",30-09-25,BBA
Game Design And Development,Aureal,Work From Home,Immediately,6,1000,No,Remote,Urban,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",09-11-25,BTech
Business Development (Sales),Eduholic Edtech India Private Limited,Work From Home,Immediately,6,3000,No,Hybrid,Rural,Sales & Business Development,"Sales, Lead Generation, Negotiation, Communication",21-09-25,BSc
Business Development,Optimhire,Zirakpur,Immediately,6,25000,Yes,Onsite,Urban,Marketing,"Sales, Lead Generation, Negotiation, Communication",08-10-25,MSc
Fundraising,InAmigos Foundation,Work From Home,Immediately,6,Unpaid,Yes,Onsite,Rural,Operations & Support,"Python, Machine Learning, TensorFlow/PyTorch, Data Analysis",15-11-25,MSc
Growth Specialist,Amigobulls,Bangalore,Immediately,3,8000,Yes,Remote,Rural,Research,"Communication, MS Excel, Research",30-09-25,BBA
Tailoring,Believence,Work From Home,Immediately,3,1000,Yes,Remote,Rural,Research & Strategy,"Python, Machine Learning, TensorFlow/PyTorch, Data Analysis",09-11-25,BSc
Program & Outreach,Red Dot Foundation,Bangalore,Immediately,3,10000,No,Remote,Urban,Content Writing,"PR Strategy, Media Relations, Communication, Writing",26-10-25,MCom
Facebook And Google Ads Marketing,Acquisition Plug,Work From Home,Immediately,3,10000,Yes,Hybrid,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Social Media Strategy, Content Creation",08-11-25,BA
Video Editing and Graphic Designing,Teachspoon EdTech Private Limited,Mumbai,Immediately,3,10000,No,Remote,Rural,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva, Video Editing, Videography",24-09-25,MCom
Administrative Support,Cross Connexions,Delhi,Immediately,3,5500,No,Hybrid,Rural,Research,"Communication, MS Excel, Research",22-10-25,BBA
Project Assistance,Source.One,Pune,Immediately,3,5000,No,Hybrid,Urban,Content Writing,"PR Strategy, Media Relations, Communication, Writing",25-10-25,MCom
Business Development (Sales),WeValueSoft,Work From Home,Immediately,3,2500,No,Onsite,Rural,Sales & Business Development,"Sales, Lead Generation, Negotiation, Communication",20-11-25,BTech
Social Media Marketing,Gift Love Project,Mumbai,Immediately,3,5000,No,Onsite,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Social Media Strategy, Content Creation",17-10-25,MBA
Business Development (Sales),EDUHOLIC,Work From Home,Immediately,3,3000,No,Remote,Rural,Sales & Business Development,"Sales, Lead Generation, Negotiation, Communication",10-11-25,MSc
Video/Graphic Editing,ScaleupInfra,Delhi,Immediately,3,7000,Yes,Remote,Rural,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva, Video Editing, Videography",18-11-25,BCom
Web App Development (Zoho Creator),Thomas Assessments,Mumbai,Immediately,3,12000,Yes,Remote,Urban,Web Development,"CRM, Zoho, Customer Support, Data Entry",25-10-25,BTech
Electrical R&D,Xtreme Media,Mumbai,Immediately,3,10000,No,Remote,Urban,Research & Strategy,"Research, Data Analysis, Report Writing, Critical Thinking",03-10-25,MBA
Copywriting,Freelance Writing Services,Work From Home,Immediately,3,5000,No,Hybrid,Urban,Content & Communication,"Content Writing, Editing, Research, Content Strategy",24-11-25,MTech
Social Media Manager,Amit  Khandekar,Pune,Immediately,3,8000,No,Remote,Rural,Social Media & Community Management,"Social Media Strategy, Content Creation, Analytics, Community Management",10-10-25,MBA
Marketing,Careers360,Work From Home,Immediately,3,15000,Yes,Remote,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",08-11-25,MA
Graphic Design,Callsmaster Services LLP,Delhi,Immediately,3,6000,Yes,Onsite,Urban,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",07-10-25,MBA
Student Payment Coordination,GUVI Geek Network Private Limited,Chennai,Immediately,3,10000,Yes,Onsite,Urban,Operations & Support,"Operations Management, Coordination, MS Excel, Communication",06-12-25,BBA
Lead Generation,Growing People,Work From Home,Immediately,3,5000,Yes,Remote,Rural,Marketing,"Sales, Lead Generation, Negotiation, Communication",25-10-25,MBA
HR And Marketing,HRD India,Kolkata,Immediately,3,2000,No,Hybrid,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Recruitment, Talent Acquisition",05-11-25,MBA
Business Development (Sales),K-RITE,Work From Home,Immediately,3,20000,No,Remote,Urban,Sales & Business Development,"Sales, Lead Generation, Negotiation, Communication",21-11-25,MTech
Video Making/Editing,GELLY,Bangalore,Immediately,3,5000,Yes,Onsite,Urban,Media & Production,"Video Editing, Videography, Premiere Pro, After Effects",15-11-25,BBA
Talent Acquisition,Whitefield Network,Work From Home,Immediately,3,3000,Yes,Hybrid,Rural,Human Resources,"UI Design, UX Research, Figma, Prototyping, Recruitment, Talent Acquisition",19-09-25,MA
Project Assistance,BrandBusinessBoundless,Work From Home,Immediately,3,5000,No,Onsite,Urban,Content Writing,"PR Strategy, Media Relations, Communication, Writing",28-11-25,MBA
Junior Accountancy,STEM Learning Private Limited,Mumbai,Immediately,3,10000,No,Hybrid,Rural,Research,"Communication, MS Excel, Research",21-09-25,MCom
Sales,Agnihotri Securities Ltd,Work From Home,Immediately,3,4500,No,Onsite,Urban,Marketing,"Sales, Lead Generation, Negotiation, Communication",01-12-25,BCom
Business Development,Six Ladders,Mumbai,Immediately,3,10000,Yes,Remote,Rural,Marketing,"Sales, Lead Generation, Negotiation, Communication",16-10-25,MSc
Business Development (Sales),Build Your English,Work From Home,Immediately,3,5000,Yes,Hybrid,Rural,Sales & Business Development,"Sales, Lead Generation, Negotiation, Communication",27-09-25,MTech
Digital Marketing,Just Signs India Private Limited,Bangalore,Immediately,3,10000,No,Remote,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",06-11-25,MA
Technical Support,GUVI Geek Network Private Limited,Chennai,Immediately,3,10000,No,Onsite,Urban,Research,"Communication, MS Excel, Research",26-11-25,MCom
E-Commerce Business Management,Synstek Internet Private Limited,Patna,Immediately,3,3000,No,Onsite,Urban,Marketing,"E-commerce Management, Product Listing, SEO, Digital Marketing",13-09-25,MBA
Business Development (Sales),MRP Shop,Work From Home,Immediately,3,2000,Yes,Hybrid,Rural,Sales & Business Development,"Sales, Lead Generation, Negotiation, Communication",12-11-25,BSc
WordPress Development & SEO Management,Fraxotic Innovations Private Limited,Work From Home,Immediately,3,3000,Yes,Onsite,Rural,Web Development,"SEO, Keyword Research, Google Analytics, Content Optimization, PR Strategy, Media Relations",04-10-25,BSc
Photography,Orduo Productions Private Limited,Navi Mumbai,Immediately,3,8500,No,Onsite,Rural,Media & Entertainment,"Photography, Lightroom, Photoshop, Editing",25-11-25,BSc
Graphic Design,PixelFox,Mumbai,Immediately,3,5000,Yes,Remote,Rural,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",19-10-25,BCom
Mechanical Design (Engineering Support),Barrel Exhaust,Bangalore,Immediately,3,8000,No,Onsite,Rural,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",05-11-25,MBA
Sales & Business Development,Coditas Solutions Private Limited,Pune,Immediately,3,15000,No,Onsite,Urban,Marketing,"Sales, Lead Generation, Negotiation, Communication",20-09-25,MCA
Coordination,Moople Academy Private Limited,Kolkata,Immediately,3,3000,No,Hybrid,Urban,Operations & Support,"Operations Management, Coordination, MS Excel, Communication",26-11-25,BCom
Customer Support,Just Herbs,Chandigarh,Immediately,3,15000,Yes,Hybrid,Urban,Data Scientist,"BPO, Customer Support, Communication, Call Handling",11-09-25,MBA
Assamese Shape Tool,Raw Knowledge,Work From Home,Immediately,3,5000,No,Onsite,Rural,Research,"Communication, MS Excel, Research",13-11-25,MBA
Customer Service,Mood For Food,Bangalore,Immediately,6,6000,Yes,Onsite,Urban,Operations & Support,"BPO, Customer Support, Communication, Call Handling",28-10-25,MBA
Recruitment (HR),Confluencr,Bangalore,Immediately,6,7000,Yes,Hybrid,Urban,Human Resources,"UI Design, UX Research, Figma, Prototyping, Recruitment, Talent Acquisition",04-11-25,BA
Business Development Executive,Sanspots Private Limited,Pune,Immediately,6,9000,Yes,Remote,Rural,Marketing,"Sales, Lead Generation, Negotiation, Communication",13-10-25,BSc
Business Development Associate,GruBox,Delhi,Immediately,6,10000,No,Onsite,Urban,Marketing,"Sales, Lead Generation, Negotiation, Communication",30-10-25,BCA
Fashion Design And Merchandising,Chola Apparels,Bangalore,Immediately,6,5000,No,Remote,Rural,Architecture & Design,"Design, Creativity, Sketching, CAD (basic)",26-11-25,BBA
Digital Marketing,Mohar,Pune,Immediately,6,3000,Yes,Remote,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",22-10-25,BBA
Law/Legal,Amar  Saini,Delhi,Immediately,6,Unpaid,No,Remote,Urban,Legal & Compliance,"Legal Research, Compliance, Drafting, Documentation",24-09-25,PhD
Project Assistant (Management/ Monitoring),Inside Me,Delhi,Immediately,6,3500,No,Onsite,Urban,Content Writing,"PR Strategy, Media Relations, Communication, Writing",25-09-25,MCom
Social Media Marketing,One Digital,Mumbai,Immediately,6,8000,No,Hybrid,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Social Media Strategy, Content Creation",24-10-25,MA
Finance & Accounts,Larsen & Toubro,Mumbai,Immediately,6,5000,Yes,Hybrid,Rural,Finance,"Accounting/Finance, Excel, Financial Analysis, Tally/Valuation",04-10-25,BBA
Graphic Design,Cregx,Work From Home,Immediately,6,8000,Yes,Hybrid,Rural,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",02-10-25,MBA
Tshirt Design,The Bodhi Tree,Work From Home,Immediately,6,1000,Yes,Hybrid,Rural,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",19-11-25,MBA
Packaging,Kerry Parker,Delhi,Immediately,6,8000,Yes,Remote,Rural,Research,"Communication, MS Excel, Research",07-10-25,MBA
Social Media Marketing,OneInsure,Mumbai,Immediately,6,15000,No,Hybrid,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Social Media Strategy, Content Creation",24-09-25,BBA
Social Media Marketing,The Affordable Organic Store,Work From Home,Immediately,6,1500,Yes,Remote,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Social Media Strategy, Content Creation",05-11-25,BA
Graphic Design,Masti Matic,Work From Home,Immediately,6,2000,No,Remote,Rural,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",09-11-25,BCom
Social Media Marketing,Chaperone,Work From Home,Immediately,6,10000,Yes,Onsite,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Social Media Strategy, Content Creation",05-11-25,MBA
Sales,"Zenorem (Brantford, Canada)",Work From Home,Immediately,6,4500,No,Hybrid,Rural,Marketing,"Sales, Lead Generation, Negotiation, Communication",19-11-25,BBA
Management Trainee,Prometheus Solutions Private Limited,Mumbai,Immediately,6,5000,No,Onsite,Urban,Research & Strategy,"Python, Machine Learning, TensorFlow/PyTorch, Data Analysis, Communication, MS Excel",29-10-25,BSc
Technical Content Writing,TeachingBee,Work From Home,Immediately,6,2000,No,Onsite,Urban,Content & Communication,"Content Writing, Editing, Research, Content Strategy",17-11-25,MBA
Telecalling,LightCare India,Work From Home,Immediately,6,5000,Yes,Remote,Rural,Outreach & Client Relations,"Communication, MS Excel, Research",19-09-25,BCom
Sales And Marketing,Econut India Pvt Ltd,Mumbai,Immediately,6,5000,No,Onsite,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Sales, Lead Generation",27-11-25,BBA
Media & YouTube,Emo Matrix Private Limited,Noida,Immediately,6,10000,No,Remote,Urban,Research,"Communication, MS Excel, Research",13-09-25,MBA
Performance Marketing,MediaX Digital Services,Delhi,Immediately,6,5000,No,Hybrid,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",11-09-25,MA
Social Media Marketing,Apparel Tek,Mumbai,Immediately,6,7500,Yes,Remote,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Social Media Strategy, Content Creation",03-12-25,BBA
Digital Marketing (Female),P Sunderam,Work From Home,Immediately,6,2000,No,Onsite,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",24-09-25,MBA
Graphic Design,Routinely,Jaipur,Immediately,6,5000,Yes,Remote,Rural,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",13-09-25,BCom
